id,SAL_CODE_2021,SAL_NAME_2021,STATE_CODE_2021,STATE_NAME_2021,AUS_CODE_2021,AUS_NAME_2021,AREA_ALBERS_SQKM,ASGS_LOCI_URI_2021
"7398","22854",Woorarra East,"2",Victoria,AUS,Australia,10.1559,http://linked.data.gov.au/dataset/asgsed3/SAL/22854
"7399","22855",Woorarra West,"2",Victoria,AUS,Australia,8.2007,http://linked.data.gov.au/dataset/asgsed3/SAL/22855
"7400","22856",Wooreen,"2",Victoria,AUS,Australia,19.1605,http://linked.data.gov.au/dataset/asgsed3/SAL/22856
"7401","22857",Woori Yallock,"2",Victoria,AUS,Australia,27.0531,http://linked.data.gov.au/dataset/asgsed3/SAL/22857
"7402","22858",Woorinen,"2",Victoria,AUS,Australia,13.1841,http://linked.data.gov.au/dataset/asgsed3/SAL/22858
"7403","22859",Woorinen North,"2",Victoria,AUS,Australia,17.0071,http://linked.data.gov.au/dataset/asgsed3/SAL/22859
"7404","22860",Woorinen South,"2",Victoria,AUS,Australia,32.8501,http://linked.data.gov.au/dataset/asgsed3/SAL/22860
"7405","22861",Woorndoo,"2",Victoria,AUS,Australia,318.3018,http://linked.data.gov.au/dataset/asgsed3/SAL/22861
"7406","22862",Wooroonook,"2",Victoria,AUS,Australia,94.6151,http://linked.data.gov.au/dataset/asgsed3/SAL/22862
"7407","22863",Woosang,"2",Victoria,AUS,Australia,49.9519,http://linked.data.gov.au/dataset/asgsed3/SAL/22863
"7408","22864",Wootong Vale,"2",Victoria,AUS,Australia,37.0825,http://linked.data.gov.au/dataset/asgsed3/SAL/22864
"7409","22865",Worrowing,"2",Victoria,AUS,Australia,77.8261,http://linked.data.gov.au/dataset/asgsed3/SAL/22865
"7410","22866",Wrathung,"2",Victoria,AUS,Australia,116.8566,http://linked.data.gov.au/dataset/asgsed3/SAL/22866
"7411","22867",Wrixon,"2",Victoria,AUS,Australia,106.9055,http://linked.data.gov.au/dataset/asgsed3/SAL/22867
"7412","22868",Wroxham,"2",Victoria,AUS,Australia,55.4786,http://linked.data.gov.au/dataset/asgsed3/SAL/22868
"7413","22869",Wuk Wuk,"2",Victoria,AUS,Australia,50.6932,http://linked.data.gov.au/dataset/asgsed3/SAL/22869
"7414","22870",Wulgulmerang,"2",Victoria,AUS,Australia,153.3183,http://linked.data.gov.au/dataset/asgsed3/SAL/22870
"7415","22871",Wulgulmerang East,"2",Victoria,AUS,Australia,145.5848,http://linked.data.gov.au/dataset/asgsed3/SAL/22871
"7416","22872",Wulgulmerang West,"2",Victoria,AUS,Australia,364.3782,http://linked.data.gov.au/dataset/asgsed3/SAL/22872
"7417","22873",Wunghnu,"2",Victoria,AUS,Australia,53.8017,http://linked.data.gov.au/dataset/asgsed3/SAL/22873
"7418","22874",Wurdiboluc,"2",Victoria,AUS,Australia,25.7731,http://linked.data.gov.au/dataset/asgsed3/SAL/22874
"7419","22875",Wurruk,"2",Victoria,AUS,Australia,4.8548,http://linked.data.gov.au/dataset/asgsed3/SAL/22875
"7420","22876",Wy Yung,"2",Victoria,AUS,Australia,36.6846,http://linked.data.gov.au/dataset/asgsed3/SAL/22876
"7421","22877",Wycheproof,"2",Victoria,AUS,Australia,219.9851,http://linked.data.gov.au/dataset/asgsed3/SAL/22877
"7422","22878",Wycheproof South,"2",Victoria,AUS,Australia,46.5796,http://linked.data.gov.au/dataset/asgsed3/SAL/22878
"7423","22879",Wychitella,"2",Victoria,AUS,Australia,91.3336,http://linked.data.gov.au/dataset/asgsed3/SAL/22879
"7424","22880",Wychitella North,"2",Victoria,AUS,Australia,48.9003,http://linked.data.gov.au/dataset/asgsed3/SAL/22880
"7425","22881",Wye River,"2",Victoria,AUS,Australia,35.8732,http://linked.data.gov.au/dataset/asgsed3/SAL/22881
"7426","22882",Wyelangta,"2",Victoria,AUS,Australia,77.3226,http://linked.data.gov.au/dataset/asgsed3/SAL/22882
"7427","22883",Wyndham Vale,"2",Victoria,AUS,Australia,26.0748,http://linked.data.gov.au/dataset/asgsed3/SAL/22883
"7428","22884",Wyuna (Vic.),"2",Victoria,AUS,Australia,95.3128,http://linked.data.gov.au/dataset/asgsed3/SAL/22884
"7429","22885",Wyuna East,"2",Victoria,AUS,Australia,24.1383,http://linked.data.gov.au/dataset/asgsed3/SAL/22885
"7430","22886",Yaapeet,"2",Victoria,AUS,Australia,399.3822,http://linked.data.gov.au/dataset/asgsed3/SAL/22886
"7431","22887",Yabba North,"2",Victoria,AUS,Australia,63.7862,http://linked.data.gov.au/dataset/asgsed3/SAL/22887
"7432","22888",Yabba South,"2",Victoria,AUS,Australia,36.6205,http://linked.data.gov.au/dataset/asgsed3/SAL/22888
"7433","22889",Yackandandah,"2",Victoria,AUS,Australia,141.2452,http://linked.data.gov.au/dataset/asgsed3/SAL/22889
"7434","22890",Yalca,"2",Victoria,AUS,Australia,158.5572,http://linked.data.gov.au/dataset/asgsed3/SAL/22890
"7435","22891",Yalla-Y-Poora,"2",Victoria,AUS,Australia,58.4406,http://linked.data.gov.au/dataset/asgsed3/SAL/22891
"7436","22892",Yallambie,"2",Victoria,AUS,Australia,2.9327,http://linked.data.gov.au/dataset/asgsed3/SAL/22892
"7437","22893",Yallourn,"2",Victoria,AUS,Australia,28.7936,http://linked.data.gov.au/dataset/asgsed3/SAL/22893
"7438","22894",Yallourn North,"2",Victoria,AUS,Australia,80.7719,http://linked.data.gov.au/dataset/asgsed3/SAL/22894
"7439","22895",Yalmy,"2",Victoria,AUS,Australia,701.9301,http://linked.data.gov.au/dataset/asgsed3/SAL/22895
"7440","22896",Yambuk,"2",Victoria,AUS,Australia,96.4596,http://linked.data.gov.au/dataset/asgsed3/SAL/22896
"7441","22897",Yambuna,"2",Victoria,AUS,Australia,47.6721,http://linked.data.gov.au/dataset/asgsed3/SAL/22897
"7442","22898",Yan Yean,"2",Victoria,AUS,Australia,28.3934,http://linked.data.gov.au/dataset/asgsed3/SAL/22898
"7443","22899",Yanac,"2",Victoria,AUS,Australia,344.33,http://linked.data.gov.au/dataset/asgsed3/SAL/22899
"7444","22900",Yanakie,"2",Victoria,AUS,Australia,90.7496,http://linked.data.gov.au/dataset/asgsed3/SAL/22900
"7445","22901",Yando,"2",Victoria,AUS,Australia,49.0569,http://linked.data.gov.au/dataset/asgsed3/SAL/22901
"7446","22902",Yandoit,"2",Victoria,AUS,Australia,33.5469,http://linked.data.gov.au/dataset/asgsed3/SAL/22902
"7447","22903",Yandoit Hills,"2",Victoria,AUS,Australia,11.0584,http://linked.data.gov.au/dataset/asgsed3/SAL/22903
"7448","22904",Yangery,"2",Victoria,AUS,Australia,11.2924,http://linked.data.gov.au/dataset/asgsed3/SAL/22904
"7449","22905",Yangoura,"2",Victoria,AUS,Australia,203.3972,http://linked.data.gov.au/dataset/asgsed3/SAL/22905
"7450","22906",Yannathan,"2",Victoria,AUS,Australia,36.2473,http://linked.data.gov.au/dataset/asgsed3/SAL/22906
"7451","22907",Yapeen,"2",Victoria,AUS,Australia,22.4986,http://linked.data.gov.au/dataset/asgsed3/SAL/22907
"7452","22908",Yarck,"2",Victoria,AUS,Australia,86.6632,http://linked.data.gov.au/dataset/asgsed3/SAL/22908
"7453","22909",Yarpturk,"2",Victoria,AUS,Australia,8.8014,http://linked.data.gov.au/dataset/asgsed3/SAL/22909
"7454","22910",Yarra Glen,"2",Victoria,AUS,Australia,35.1767,http://linked.data.gov.au/dataset/asgsed3/SAL/22910
"7455","22911",Yarra Junction,"2",Victoria,AUS,Australia,17.5184,http://linked.data.gov.au/dataset/asgsed3/SAL/22911
"7456","22912",Yarraberb,"2",Victoria,AUS,Australia,29.6365,http://linked.data.gov.au/dataset/asgsed3/SAL/22912
"7457","22913",Yarragon,"2",Victoria,AUS,Australia,67.9841,http://linked.data.gov.au/dataset/asgsed3/SAL/22913
"7458","22914",Yarragon South,"2",Victoria,AUS,Australia,40.3594,http://linked.data.gov.au/dataset/asgsed3/SAL/22914
"7459","22915",Yarram,"2",Victoria,AUS,Australia,110.9074,http://linked.data.gov.au/dataset/asgsed3/SAL/22915
"7460","22916",Yarrambat,"2",Victoria,AUS,Australia,15.3453,http://linked.data.gov.au/dataset/asgsed3/SAL/22916
"7461","22917",Yarraville,"2",Victoria,AUS,Australia,5.6587,http://linked.data.gov.au/dataset/asgsed3/SAL/22917
"7462","22918",Yarrawalla,"2",Victoria,AUS,Australia,74.4554,http://linked.data.gov.au/dataset/asgsed3/SAL/22918
"7463","22919",Yarrawonga (Vic.),"2",Victoria,AUS,Australia,94.6968,http://linked.data.gov.au/dataset/asgsed3/SAL/22919
"7464","22920",Yarrawonga South,"2",Victoria,AUS,Australia,33.8928,http://linked.data.gov.au/dataset/asgsed3/SAL/22920
"7465","22921",Yarroweyah,"2",Victoria,AUS,Australia,59.5656,http://linked.data.gov.au/dataset/asgsed3/SAL/22921
"7466","22922",Yatchaw,"2",Victoria,AUS,Australia,50.7881,http://linked.data.gov.au/dataset/asgsed3/SAL/22922
"7467","22923",Yawong Hills,"2",Victoria,AUS,Australia,25.3159,http://linked.data.gov.au/dataset/asgsed3/SAL/22923
"7468","22924",Yea,"2",Victoria,AUS,Australia,177.2851,http://linked.data.gov.au/dataset/asgsed3/SAL/22924
"7469","22925",Yellingbo,"2",Victoria,AUS,Australia,42.4012,http://linked.data.gov.au/dataset/asgsed3/SAL/22925
"7470","22926",Yelta (Vic.),"2",Victoria,AUS,Australia,12.9534,http://linked.data.gov.au/dataset/asgsed3/SAL/22926
"7471","22927",Yendon,"2",Victoria,AUS,Australia,22.2291,http://linked.data.gov.au/dataset/asgsed3/SAL/22927
"7472","22928",Yeo,"2",Victoria,AUS,Australia,31.1542,http://linked.data.gov.au/dataset/asgsed3/SAL/22928
"7473","22929",Yeodene,"2",Victoria,AUS,Australia,49.4382,http://linked.data.gov.au/dataset/asgsed3/SAL/22929
"7474","22930",Yering,"2",Victoria,AUS,Australia,24.6363,http://linked.data.gov.au/dataset/asgsed3/SAL/22930
"7475","22931",Yeungroon,"2",Victoria,AUS,Australia,93.9286,http://linked.data.gov.au/dataset/asgsed3/SAL/22931
"7476","22932",Yeungroon East,"2",Victoria,AUS,Australia,39.2098,http://linked.data.gov.au/dataset/asgsed3/SAL/22932
"7477","22933",Yielima,"2",Victoria,AUS,Australia,129.0524,http://linked.data.gov.au/dataset/asgsed3/SAL/22933
"7478","22934",Yinnar,"2",Victoria,AUS,Australia,26.5982,http://linked.data.gov.au/dataset/asgsed3/SAL/22934
"7479","22935",Yinnar South,"2",Victoria,AUS,Australia,47.5785,http://linked.data.gov.au/dataset/asgsed3/SAL/22935
"7480","22936",York Plains (Vic.),"2",Victoria,AUS,Australia,10.3975,http://linked.data.gov.au/dataset/asgsed3/SAL/22936
"7481","22937",Youanmite,"2",Victoria,AUS,Australia,71.7487,http://linked.data.gov.au/dataset/asgsed3/SAL/22937
"7482","22938",Youarang,"2",Victoria,AUS,Australia,43.7732,http://linked.data.gov.au/dataset/asgsed3/SAL/22938
"7483","22939",Yulecart,"2",Victoria,AUS,Australia,73.4938,http://linked.data.gov.au/dataset/asgsed3/SAL/22939
"7484","22940",Yundool,"2",Victoria,AUS,Australia,31.6396,http://linked.data.gov.au/dataset/asgsed3/SAL/22940
"7485","22941",Yuroke,"2",Victoria,AUS,Australia,8.8851,http://linked.data.gov.au/dataset/asgsed3/SAL/22941
"7486","22942",Yuulong,"2",Victoria,AUS,Australia,52.1657,http://linked.data.gov.au/dataset/asgsed3/SAL/22942
"7487","22943",Zeerust,"2",Victoria,AUS,Australia,18.0294,http://linked.data.gov.au/dataset/asgsed3/SAL/22943
"7488","22944",Zumsteins,"2",Victoria,AUS,Australia,256.5582,http://linked.data.gov.au/dataset/asgsed3/SAL/22944
"7489","29494",No usual address (Vic.),"2",Victoria,AUS,Australia,,http://linked.data.gov.au/dataset/asgsed3/SAL/29494
"7490","29797",Migratory - Offshore - Shipping (Vic.),"2",Victoria,AUS,Australia,,http://linked.data.gov.au/dataset/asgsed3/SAL/29797
"7491","30001",Abbeywood,"3",Queensland,AUS,Australia,35.0348,http://linked.data.gov.au/dataset/asgsed3/SAL/30001
"7492","30002",Abbotsford (Qld),"3",Queensland,AUS,Australia,85.7638,http://linked.data.gov.au/dataset/asgsed3/SAL/30002
"7493","30003",Abercorn,"3",Queensland,AUS,Australia,94.2732,http://linked.data.gov.au/dataset/asgsed3/SAL/30003
"7494","30004",Abergowrie,"3",Queensland,AUS,Australia,306.2652,http://linked.data.gov.au/dataset/asgsed3/SAL/30004
"7495","30005",Abingdon Downs,"3",Queensland,AUS,Australia,5052.0282,http://linked.data.gov.au/dataset/asgsed3/SAL/30005
"7496","30006",Abington (Qld),"3",Queensland,AUS,Australia,19.5648,http://linked.data.gov.au/dataset/asgsed3/SAL/30006
"7497","30007",Acacia Ridge,"3",Queensland,AUS,Australia,8.688,http://linked.data.gov.au/dataset/asgsed3/SAL/30007
"7498","30008",Acland,"3",Queensland,AUS,Australia,38.1793,http://linked.data.gov.au/dataset/asgsed3/SAL/30008
"7499","30009",Adare,"3",Queensland,AUS,Australia,39.0493,http://linked.data.gov.au/dataset/asgsed3/SAL/30009
"7500","30010",Adavale,"3",Queensland,AUS,Australia,21354.7571,http://linked.data.gov.au/dataset/asgsed3/SAL/30010
"7501","30011",Adelaide Park,"3",Queensland,AUS,Australia,24.1387,http://linked.data.gov.au/dataset/asgsed3/SAL/30011
"7502","30012",Advancetown,"3",Queensland,AUS,Australia,63.5528,http://linked.data.gov.au/dataset/asgsed3/SAL/30012
"7503","30013",Aeroglen,"3",Queensland,AUS,Australia,9.8644,http://linked.data.gov.au/dataset/asgsed3/SAL/30013
"7504","30014",Agnes Water,"3",Queensland,AUS,Australia,40.2617,http://linked.data.gov.au/dataset/asgsed3/SAL/30014
"7505","30015",Airdmillan,"3",Queensland,AUS,Australia,57.4285,http://linked.data.gov.au/dataset/asgsed3/SAL/30015
"7506","30016",Airlie Beach,"3",Queensland,AUS,Australia,3.053,http://linked.data.gov.au/dataset/asgsed3/SAL/30016
"7507","30017",Airville,"3",Queensland,AUS,Australia,43.9094,http://linked.data.gov.au/dataset/asgsed3/SAL/30017
"7508","30018",Aitkenvale,"3",Queensland,AUS,Australia,3.3069,http://linked.data.gov.au/dataset/asgsed3/SAL/30018
"7509","30019",Alabama Hill,"3",Queensland,AUS,Australia,0.7843,http://linked.data.gov.au/dataset/asgsed3/SAL/30019
"7510","30020",Albany Creek,"3",Queensland,AUS,Australia,9.6239,http://linked.data.gov.au/dataset/asgsed3/SAL/30020
"7511","30021",Alberta,"3",Queensland,AUS,Australia,385.4344,http://linked.data.gov.au/dataset/asgsed3/SAL/30021
"7512","30022",Alberton (Qld),"3",Queensland,AUS,Australia,16.1991,http://linked.data.gov.au/dataset/asgsed3/SAL/30022
"7513","30023",Albinia,"3",Queensland,AUS,Australia,1068.0177,http://linked.data.gov.au/dataset/asgsed3/SAL/30023
"7514","30024",Albion (Brisbane - Qld),"3",Queensland,AUS,Australia,1.3148,http://linked.data.gov.au/dataset/asgsed3/SAL/30024
"7515","30025",Albion (Richmond - Qld),"3",Queensland,AUS,Australia,5538.5649,http://linked.data.gov.au/dataset/asgsed3/SAL/30025
"7516","30026",Alderley,"3",Queensland,AUS,Australia,2.5703,http://linked.data.gov.au/dataset/asgsed3/SAL/30026
"7517","30027",Aldershot,"3",Queensland,AUS,Australia,10.2414,http://linked.data.gov.au/dataset/asgsed3/SAL/30027
"7518","30028",Aldoga,"3",Queensland,AUS,Australia,82.0737,http://linked.data.gov.au/dataset/asgsed3/SAL/30028
"7519","30029",Alexandra (Qld),"3",Queensland,AUS,Australia,7.4735,http://linked.data.gov.au/dataset/asgsed3/SAL/30029
"7520","30030",Alexandra Headland,"3",Queensland,AUS,Australia,1.5035,http://linked.data.gov.au/dataset/asgsed3/SAL/30030
"7521","30031",Alexandra Hills,"3",Queensland,AUS,Australia,13.6902,http://linked.data.gov.au/dataset/asgsed3/SAL/30031
"7522","30032",Algester,"3",Queensland,AUS,Australia,3.6903,http://linked.data.gov.au/dataset/asgsed3/SAL/30032
"7523","30033",Alice Creek,"3",Queensland,AUS,Australia,88.1137,http://linked.data.gov.au/dataset/asgsed3/SAL/30033
"7524","30034",Alice River,"3",Queensland,AUS,Australia,39.7577,http://linked.data.gov.au/dataset/asgsed3/SAL/30034
"7525","30035",Allan,"3",Queensland,AUS,Australia,8.8587,http://linked.data.gov.au/dataset/asgsed3/SAL/30035
"7526","30036",Allandale (Qld),"3",Queensland,AUS,Australia,48.7719,http://linked.data.gov.au/dataset/asgsed3/SAL/30036
"7527","30037",Allenstown,"3",Queensland,AUS,Australia,2.2288,http://linked.data.gov.au/dataset/asgsed3/SAL/30037
"7528","30038",Allenview,"3",Queensland,AUS,Australia,43.4943,http://linked.data.gov.au/dataset/asgsed3/SAL/30038
"7529","30039",Alligator Creek (Mackay - Qld),"3",Queensland,AUS,Australia,78.0299,http://linked.data.gov.au/dataset/asgsed3/SAL/30039
"7530","30040",Alligator Creek (Townsville - Qld),"3",Queensland,AUS,Australia,49.4022,http://linked.data.gov.au/dataset/asgsed3/SAL/30040
"7531","30041",Allora,"3",Queensland,AUS,Australia,96.4732,http://linked.data.gov.au/dataset/asgsed3/SAL/30041
"7532","30042",Alloway,"3",Queensland,AUS,Australia,72.7884,http://linked.data.gov.au/dataset/asgsed3/SAL/30042
"7533","30043",Almaden,"3",Queensland,AUS,Australia,797.525,http://linked.data.gov.au/dataset/asgsed3/SAL/30043
"7534","30044",Aloomba,"3",Queensland,AUS,Australia,110.9799,http://linked.data.gov.au/dataset/asgsed3/SAL/30044
"7535","30045",Alpha,"3",Queensland,AUS,Australia,12669.4364,http://linked.data.gov.au/dataset/asgsed3/SAL/30045
"7536","30046",Alsace,"3",Queensland,AUS,Australia,351.8232,http://linked.data.gov.au/dataset/asgsed3/SAL/30046
"7537","30047",Alton Downs,"3",Queensland,AUS,Australia,177.4717,http://linked.data.gov.au/dataset/asgsed3/SAL/30047
"7538","30048",Alva,"3",Queensland,AUS,Australia,112.8216,http://linked.data.gov.au/dataset/asgsed3/SAL/30048
"7539","30049",Amamoor,"3",Queensland,AUS,Australia,34.3557,http://linked.data.gov.au/dataset/asgsed3/SAL/30049
"7540","30050",Amamoor Creek,"3",Queensland,AUS,Australia,168.8141,http://linked.data.gov.au/dataset/asgsed3/SAL/30050
"7541","30051",Amaroo (Qld),"3",Queensland,AUS,Australia,9358.7044,http://linked.data.gov.au/dataset/asgsed3/SAL/30051
"7542","30052",Amber,"3",Queensland,AUS,Australia,1032.8979,http://linked.data.gov.au/dataset/asgsed3/SAL/30052
"7543","30053",Amberley,"3",Queensland,AUS,Australia,26.1111,http://linked.data.gov.au/dataset/asgsed3/SAL/30053
"7544","30054",Ambrose,"3",Queensland,AUS,Australia,63.263,http://linked.data.gov.au/dataset/asgsed3/SAL/30054
"7545","30055",Amby,"3",Queensland,AUS,Australia,198.9801,http://linked.data.gov.au/dataset/asgsed3/SAL/30055
"7546","30056",Amiens,"3",Queensland,AUS,Australia,51.9032,http://linked.data.gov.au/dataset/asgsed3/SAL/30056
"7547","30057",Amity,"3",Queensland,AUS,Australia,5.0628,http://linked.data.gov.au/dataset/asgsed3/SAL/30057
"7548","30058",Anakie Siding,"3",Queensland,AUS,Australia,253.1135,http://linked.data.gov.au/dataset/asgsed3/SAL/30058
"7549","30059",Andergrove,"3",Queensland,AUS,Australia,8.4799,http://linked.data.gov.au/dataset/asgsed3/SAL/30059
"7550","30060",Anderleigh,"3",Queensland,AUS,Australia,48.1769,http://linked.data.gov.au/dataset/asgsed3/SAL/30060
"7551","30061",Andromache,"3",Queensland,AUS,Australia,423.065,http://linked.data.gov.au/dataset/asgsed3/SAL/30061
"7552","30062",Anduramba,"3",Queensland,AUS,Australia,283.6073,http://linked.data.gov.au/dataset/asgsed3/SAL/30062
"7553","30063",Annandale (Qld),"3",Queensland,AUS,Australia,6.8402,http://linked.data.gov.au/dataset/asgsed3/SAL/30063
"7554","30064",Annerley,"3",Queensland,AUS,Australia,2.8756,http://linked.data.gov.au/dataset/asgsed3/SAL/30064
"7555","30065",Anstead,"3",Queensland,AUS,Australia,13.8524,http://linked.data.gov.au/dataset/asgsed3/SAL/30065
"7556","30066",Anthony,"3",Queensland,AUS,Australia,13.8343,http://linked.data.gov.au/dataset/asgsed3/SAL/30066
"7557","30067",Antigua,"3",Queensland,AUS,Australia,17.1699,http://linked.data.gov.au/dataset/asgsed3/SAL/30067
"7558","30068",Apple Tree Creek,"3",Queensland,AUS,Australia,23.8789,http://linked.data.gov.au/dataset/asgsed3/SAL/30068
"7559","30069",Applethorpe,"3",Queensland,AUS,Australia,46.7077,http://linked.data.gov.au/dataset/asgsed3/SAL/30069
"7560","30070",Arafura Sea,"3",Queensland,AUS,Australia,0.4258,http://linked.data.gov.au/dataset/asgsed3/SAL/30070
"7561","30071",Araluen (Qld),"3",Queensland,AUS,Australia,6.5676,http://linked.data.gov.au/dataset/asgsed3/SAL/30071
"7562","30072",Aramac,"3",Queensland,AUS,Australia,13502.5996,http://linked.data.gov.au/dataset/asgsed3/SAL/30072
"7563","30073",Aramara,"3",Queensland,AUS,Australia,74.8271,http://linked.data.gov.au/dataset/asgsed3/SAL/30073
"7564","30074",Arana Hills,"3",Queensland,AUS,Australia,3.6544,http://linked.data.gov.au/dataset/asgsed3/SAL/30074
"7565","30075",Aranbanga,"3",Queensland,AUS,Australia,221.3907,http://linked.data.gov.au/dataset/asgsed3/SAL/30075
"7566","30076",Aratula (Qld),"3",Queensland,AUS,Australia,26.2465,http://linked.data.gov.au/dataset/asgsed3/SAL/30076
"7567","30077",Arbouin,"3",Queensland,AUS,Australia,1062.0321,http://linked.data.gov.au/dataset/asgsed3/SAL/30077
"7568","30078",Arcadia (Qld),"3",Queensland,AUS,Australia,5.8513,http://linked.data.gov.au/dataset/asgsed3/SAL/30078
"7569","30079",Arcadia Valley,"3",Queensland,AUS,Australia,2115.8035,http://linked.data.gov.au/dataset/asgsed3/SAL/30079
"7570","30080",Archer River,"3",Queensland,AUS,Australia,9381.4307,http://linked.data.gov.au/dataset/asgsed3/SAL/30080
"7571","30081",Archerfield,"3",Queensland,AUS,Australia,4.4783,http://linked.data.gov.au/dataset/asgsed3/SAL/30081
"7572","30082",Arcturus,"3",Queensland,AUS,Australia,1206.3428,http://linked.data.gov.au/dataset/asgsed3/SAL/30082
"7573","30083",Argyll,"3",Queensland,AUS,Australia,1240.4268,http://linked.data.gov.au/dataset/asgsed3/SAL/30083
"7574","30084",Armstrong Beach,"3",Queensland,AUS,Australia,22.2359,http://linked.data.gov.au/dataset/asgsed3/SAL/30084
"7575","30085",Armstrong Creek (Qld),"3",Queensland,AUS,Australia,34.3053,http://linked.data.gov.au/dataset/asgsed3/SAL/30085
"7576","30086",Aroona,"3",Queensland,AUS,Australia,1.8916,http://linked.data.gov.au/dataset/asgsed3/SAL/30086
"7577","30087",Arriga,"3",Queensland,AUS,Australia,155.7196,http://linked.data.gov.au/dataset/asgsed3/SAL/30087
"7578","30088",Arundel,"3",Queensland,AUS,Australia,10.3831,http://linked.data.gov.au/dataset/asgsed3/SAL/30088
"7579","30089",Ascot (Brisbane - Qld),"3",Queensland,AUS,Australia,2.7989,http://linked.data.gov.au/dataset/asgsed3/SAL/30089
"7580","30090",Ascot (Toowoomba - Qld),"3",Queensland,AUS,Australia,33.4837,http://linked.data.gov.au/dataset/asgsed3/SAL/30090
"7581","30091",Ashfield (Qld),"3",Queensland,AUS,Australia,4.8844,http://linked.data.gov.au/dataset/asgsed3/SAL/30091
"7582","30092",Ashgrove,"3",Queensland,AUS,Australia,5.8255,http://linked.data.gov.au/dataset/asgsed3/SAL/30092
"7583","30093",Ashmore,"3",Queensland,AUS,Australia,6.8308,http://linked.data.gov.au/dataset/asgsed3/SAL/30093
"7584","30094",Ashwell,"3",Queensland,AUS,Australia,7.5335,http://linked.data.gov.au/dataset/asgsed3/SAL/30094
"7585","30095",Aspley,"3",Queensland,AUS,Australia,6.4114,http://linked.data.gov.au/dataset/asgsed3/SAL/30095
"7586","30096",Atherton,"3",Queensland,AUS,Australia,94.1857,http://linked.data.gov.au/dataset/asgsed3/SAL/30096
"7587","30097",Athol,"3",Queensland,AUS,Australia,26.7456,http://linked.data.gov.au/dataset/asgsed3/SAL/30097
"7588","30098",Atkinsons Dam,"3",Queensland,AUS,Australia,26.689,http://linked.data.gov.au/dataset/asgsed3/SAL/30098
"7589","30099",Aubigny,"3",Queensland,AUS,Australia,57.54,http://linked.data.gov.au/dataset/asgsed3/SAL/30099
"7590","30100",Auburn (Qld),"3",Queensland,AUS,Australia,1156.8661,http://linked.data.gov.au/dataset/asgsed3/SAL/30100
"7591","30101",Auchenflower,"3",Queensland,AUS,Australia,1.3901,http://linked.data.gov.au/dataset/asgsed3/SAL/30101
"7592","30102",Augathella,"3",Queensland,AUS,Australia,1459.0502,http://linked.data.gov.au/dataset/asgsed3/SAL/30102
"7593","30103",Augustine Heights,"3",Queensland,AUS,Australia,5.4801,http://linked.data.gov.au/dataset/asgsed3/SAL/30103
"7594","30104",Aurukun,"3",Queensland,AUS,Australia,7423.9891,http://linked.data.gov.au/dataset/asgsed3/SAL/30104
"7595","30105",Austinville,"3",Queensland,AUS,Australia,22.4044,http://linked.data.gov.au/dataset/asgsed3/SAL/30105
"7596","30106",Avenell Heights,"3",Queensland,AUS,Australia,3.0519,http://linked.data.gov.au/dataset/asgsed3/SAL/30106
"7597","30107",Avoca (Qld),"3",Queensland,AUS,Australia,6.1211,http://linked.data.gov.au/dataset/asgsed3/SAL/30107
"7598","30108",Avoca Vale,"3",Queensland,AUS,Australia,205.3028,http://linked.data.gov.au/dataset/asgsed3/SAL/30108
"7599","30109",Avondale (Qld),"3",Queensland,AUS,Australia,70.0395,http://linked.data.gov.au/dataset/asgsed3/SAL/30109
"7600","30110",Ayr,"3",Queensland,AUS,Australia,28.4734,http://linked.data.gov.au/dataset/asgsed3/SAL/30110
"7601","30111",Babinda (Qld),"3",Queensland,AUS,Australia,39.9142,http://linked.data.gov.au/dataset/asgsed3/SAL/30111
"7602","30112",Back Plains,"3",Queensland,AUS,Australia,39.7752,http://linked.data.gov.au/dataset/asgsed3/SAL/30112
"7603","30113",Badu Island,"3",Queensland,AUS,Australia,102.5447,http://linked.data.gov.au/dataset/asgsed3/SAL/30113
"7604","30114",Baffle Creek,"3",Queensland,AUS,Australia,46.9841,http://linked.data.gov.au/dataset/asgsed3/SAL/30114
"7605","30115",Baffle West,"3",Queensland,AUS,Australia,304.0365,http://linked.data.gov.au/dataset/asgsed3/SAL/30115
"7606","30116",Bahrs Scrub,"3",Queensland,AUS,Australia,9.8338,http://linked.data.gov.au/dataset/asgsed3/SAL/30116
"7607","30117",Bajool,"3",Queensland,AUS,Australia,588.4069,http://linked.data.gov.au/dataset/asgsed3/SAL/30117
"7608","30118",Bakers Bend,"3",Queensland,AUS,Australia,2036.021,http://linked.data.gov.au/dataset/asgsed3/SAL/30118
"7609","30119",Bakers Creek (Qld),"3",Queensland,AUS,Australia,20.9456,http://linked.data.gov.au/dataset/asgsed3/SAL/30119
"7610","30120",Baking Board,"3",Queensland,AUS,Australia,91.1241,http://linked.data.gov.au/dataset/asgsed3/SAL/30120
"7611","30121",Balberra,"3",Queensland,AUS,Australia,58.0471,http://linked.data.gov.au/dataset/asgsed3/SAL/30121
"7612","30122",Balcomba,"3",Queensland,AUS,Australia,923.6384,http://linked.data.gov.au/dataset/asgsed3/SAL/30122
"7613","30123",Bald Hills (Qld),"3",Queensland,AUS,Australia,12.8364,http://linked.data.gov.au/dataset/asgsed3/SAL/30123
